Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t01.flac,['Iko Iko']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t02.flac,['/Little Red Rooster']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t03.flac,['Peggy-O']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t04.flac,['Beat It on Down the Line>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t05.flac,['Stagger Lee']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t06.flac,["It's All Over Now"]
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t07.flac,['Bertha>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d1t08.flac,['One Saturday Night']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t01.flac,['Mississippi Half-Step Uptown Toodeloo>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t02.flac,["Franklin's Tower>"]
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t03.flac,['Playing in the Band>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t04.flac,['China Doll>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t05.flac,['Jam>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t06.flac,['Drums>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t07.flac,['Space>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t08.flac,["Gimmie Some Lovin'>"]
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t09.flac,['Black Peter>']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t10.flac,['Sugar Magnolia']
Z:\Grateful Dead\1986\gd1986-02-08.083804.senn441.padelimike.t-flac16\gd1986-02-08d2t11.flac,['Keep Your Day Job']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t01.flac,['tuning']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t02.flac,['Iko Iko']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t03.flac,['Little Red Rooster>']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t04.flac,['Peggy-O']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t05.flac,['Beat It on Down the Line']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t06.flac,['Stagger Lee']
Z:\Grateful Dead\1986\gd1986-02-08.106033.sbd.walker-scotton-miller.t-flac16\gd1986-02-08d1t07.flac,["It's All Over Now"]
