Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\01 Dire Wolf.flac,['Dire Wolf']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\02 The Race Is On.flac,['The Race Is On']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\03 Oh Babe, It Ain't No Lie.flac,["Oh Babe, It Ain't No Lie"]
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\04 It Must Have Been The Roses.flac,['It Must Have Been the Roses']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\05 Dark Hollow.flac,['Dark Hollow']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\06 China Doll.flac,['China Doll']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\07 I've Been All Around This World.flac,["I've Been All Around This World"]
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\08 Monkey And The Engineer.flac,['Monkey and the Engineer']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\09 Jack-A-Roe.flac,['Jack-A-Roe']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\10 Deep Elem Blues.flac,['Deep Elem Blues']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\11 Cassidy.flac,['Cassidy']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\12 To Lay Me Down.flac,['To Lay Me Down']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\13 Rosalie McFall.flac,['Rosalie McFall']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\14 On The Road Again.flac,['On the Road Again']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\15 Bird Song.flac,['Bird Song']
Z:\Grateful Dead\1981\gd1981-02-17.142487.ReckoningRoughMixes.miller.t-flac16\16 Ripple.flac,['Ripple']
Z:\Grateful Dead\1981\gd1981-02-26.020342.nak700.glassberg.steinthal-cohen-vernon.t-flac16\gd1981-02-26d1t01.flac,['crowd/tuning']
Z:\Grateful Dead\1981\gd1981-02-26.020342.nak700.glassberg.steinthal-cohen-vernon.t-flac16\gd1981-02-26d1t02.flac,['Feel Like a Stranger']
Z:\Grateful Dead\1981\gd1981-02-26.020342.nak700.glassberg.steinthal-cohen-vernon.t-flac16\gd1981-02-26d1t03.flac,['Althea>']
Z:\Grateful Dead\1981\gd1981-02-26.020342.nak700.glassberg.steinthal-cohen-vernon.t-flac16\gd1981-02-26d1t04.flac,['Little Red Rooster']
Z:\Grateful Dead\1981\gd1981-02-26.020342.nak700.glassberg.steinthal-cohen-vernon.t-flac16\gd1981-02-26d1t05.flac,['Bird Song']
Z:\Grateful Dead\1981\gd1981-02-26.020342.nak700.glassberg.steinthal-cohen-vernon.t-flac16\gd1981-02-26d1t06.flac,['Me & My Uncle>']
