Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t01.flac,['Jack Straw']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t02.flac,['Peggy-O']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t03.flac,['Walking Blues']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t04.flac,['Ramble On Rose']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t05.flac,['Queen Jane Approximately']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t06.flac,['Loser']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t07.flac,['Cassidy']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t08.flac,["Don't Ease Me In"]
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t09.flac,['Victim or the Crime']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d1t10.flac,['Iko Iko']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t01.flac,['Way to Go Home']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t02.flac,["Truckin'"]
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t03.flac,['Spoonful']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t04.flac,["He's Gone"]
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t05.flac,['Drums']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t06.flac,['Space']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t07.flac,['The Last Time']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t08.flac,['Stella Blue']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t09.flac,['Sugar Magnolia']
Z:\Grateful Dead\1994\gd1994-02-25.015096.aud.ladner.sbeok.t-flac16\gd1994-02-25d2t10.flac,['I Fought the Law']
Z:\Grateful Dead\1994\gd1994-02-25.091250.rehearsal.fm-sbd.gmb.t-flac16\gd1994-02-25t01.flac,['Phil and Vince']
Z:\Grateful Dead\1994\gd1994-02-25.091250.rehearsal.fm-sbd.gmb.t-flac16\gd1994-02-25t02.flac,['"I always thought it was a diminished chord..."']
